Model,Cluster,Component,Feature
ModelagemAADL_resourcebudgets_SCS_dualtier2_1,19,"sensor1, sensor2, actuator, dcs, dca, iop, sense1, sense2, actuate, app, filter, control, hw, canbus, pcibus, M, pc1, pc2","power, power, sensorout, canbusaccess, power, sensorout, canbusaccess, power, actuatorin, canbusaccess, power, canbusaccess, sensor1in, sensor2In, actuatorOut, sensor1in, sensor2In, actuatorOut, sensorin1, senseout1, sensorin2, senseout2, controlin, actuatorout, signalout, signalin, signalout, signalin, controlin, actuate, samplingin1, samplingin2, controlout, sensorraw1, sensorraw2, sensorfiltered, sensorfiltered, actuatesensor, power, canbusaccess, power, power, power, pci, power, cb, pci, power, cb, pci"
ModelagemAADL_resourcebudgets_SCS_dualtier2_2,19,"sensor1, sensor2, actuator, dcs, dca, iop, sense1, sense2, actuate, app, filter, control, hw, canbus, pcibus, M, pc1, pc2","power, power, sensorout, canbusaccess, power, sensorout, canbusaccess, power, actuatorin, canbusaccess, power, canbusaccess, sensor1in, sensor2In, actuatorOut, sensor1in, sensor2In, actuatorOut, sensorin1, senseout1, sensorin2, senseout2, controlin, actuatorout, signalout, signalin, signalout, signalin, controlin, actuate, samplingin1, samplingin2, controlout, sensorraw1, sensorraw2, sensorfiltered, sensorfiltered, actuatesensor, power, canbusaccess, power, power, power, pci, power, cb, pci, power, cb, pci"
ModelagemAADL_resourcebudgets_SCS_dualtier2_3,19,"sensor1, sensor2, actuator, dcs, dca, iop, sense1, sense2, actuate, app, filter, control, hw, canbus, pcibus, M, pc1, pc2","power, power, sensorout, canbusaccess, power, sensorout, canbusaccess, power, actuatorin, canbusaccess, power, canbusaccess, sensor1in, sensor2In, actuatorOut, sensor1in, sensor2In, actuatorOut, sensorin1, senseout1, sensorin2, senseout2, controlin, actuatorout, signalout, signalin, signalout, signalin, controlin, actuate, samplingin1, samplingin2, controlout, sensorraw1, sensorraw2, sensorfiltered, sensorfiltered, actuatesensor, power, canbusaccess, power, power, power, pci, power, cb, pci, power, cb, pci"
ModelagemAADL_resourcebudgets_SCS_tier0_1,18,"sensor1, sensor2, actuator, dcs, dca, hw","power, power, sensorout, canbusaccess, power, sensorout, canbusaccess, power, actuatorin, canbusaccess, power, canbusaccess, sensor1in, sensor2In, actuatorOut, sensor1in, sensor2In, actuatorOut, power, canbusaccess"
ModelagemAADL_resourcebudgets_SCS_tier0_2,18,"sensor1, sensor2, actuator, dcs, dca, hw","power, power, sensorout, canbusaccess, power, sensorout, canbusaccess, power, actuatorin, canbusaccess, power, canbusaccess, sensor1in, sensor2In, actuatorOut, sensor1in, sensor2In, actuatorOut, power, canbusaccess"
ModelagemAADL_resourcebudgets_SCS_tier0_3,18,"sensor1, sensor2, actuator, dcs, dca, hw","power, power, sensorout, canbusaccess, power, sensorout, canbusaccess, power, actuatorin, canbusaccess, power, canbusaccess, sensor1in, sensor2In, actuatorOut, sensor1in, sensor2In, actuatorOut, power, canbusaccess"
ModelagemAADL_resourcebudgets_SCS_tier1_1,19,"sensor1, sensor2, actuator, dcs, dca, hw, canbus, pci, ram, cpu","power, power, sensorout, canbusaccess, power, sensorout, canbusaccess, power, actuatorin, canbusaccess, power, canbusaccess, sensor1in, sensor2In, actuatorOut, sensor1in, sensor2In, actuatorOut, power, canbusaccess, power, power, power, pci, power, cb, pci"
ModelagemAADL_resourcebudgets_SCS_tier1_2,19,"sensor1, sensor2, actuator, dcs, dca, hw, canbus, pci, ram, cpu","power, power, sensorout, canbusaccess, power, sensorout, canbusaccess, power, actuatorin, canbusaccess, power, canbusaccess, sensor1in, sensor2In, actuatorOut, sensor1in, sensor2In, actuatorOut, power, canbusaccess, power, power, power, pci, power, cb, pci"
ModelagemAADL_resourcebudgets_SCS_tier1_3,19,"sensor1, sensor2, actuator, dcs, dca, hw, canbus, pci, ram, cpu","power, power, sensorout, canbusaccess, power, sensorout, canbusaccess, power, actuatorin, canbusaccess, power, canbusaccess, sensor1in, sensor2In, actuatorOut, sensor1in, sensor2In, actuatorOut, power, canbusaccess, power, power, power, pci, power, cb, pci"
ModelagemAADL_resourcebudgets_SCS_tier2_1,19,"sensor1, sensor2, actuator, dcs, hw, canbus, pci, ram, cpu, dca, iop, sense1, sense2, actuate, app, filter, control","power, power, sensorout, canbusaccess, power, sensorout, canbusaccess, power, actuatorin, canbusaccess, power, canbusaccess, sensor1in, sensor2In, actuatorOut, power, canbusaccess, power, power, power, pci, power, cb, pci, sensor1in, sensor2In, actuatorOut, sensorin1, senseout1, sensorin2, senseout2, controlin, actuatorout, signalout, signalin, signalout, signalin, controlin, actuate, samplingin1, samplingin2, controlout, sensorraw1, sensorraw2, sensorfiltered, sensorfiltered, actuatesensor"
ModelagemAADL_resourcebudgets_SCS_tier2_2,19,"sensor1, sensor2, actuator, dcs, hw, canbus, pci, ram, cpu, dca, iop, sense1, sense2, actuate, app, filter, control","power, power, sensorout, canbusaccess, power, sensorout, canbusaccess, power, actuatorin, canbusaccess, power, canbusaccess, sensor1in, sensor2In, actuatorOut, power, canbusaccess, power, power, power, pci, power, cb, pci, sensor1in, sensor2In, actuatorOut, sensorin1, senseout1, sensorin2, senseout2, controlin, actuatorout, signalout, signalin, signalout, signalin, controlin, actuate, samplingin1, samplingin2, controlout, sensorraw1, sensorraw2, sensorfiltered, sensorfiltered, actuatesensor"
ModelagemAADL_resourcebudgets_SCS_tier2_3,19,"sensor1, sensor2, actuator, dcs, hw, canbus, pci, ram, cpu, dca, iop, sense1, sense2, actuate, app, filter, control","power, power, sensorout, canbusaccess, power, sensorout, canbusaccess, power, actuatorin, canbusaccess, power, canbusaccess, sensor1in, sensor2In, actuatorOut, power, canbusaccess, power, power, power, pci, power, cb, pci, sensor1in, sensor2In, actuatorOut, sensorin1, senseout1, sensorin2, senseout2, controlin, actuatorout, signalout, signalin, signalout, signalin, controlin, actuate, samplingin1, samplingin2, controlout, sensorraw1, sensorraw2, sensorfiltered, sensorfiltered, actuatesensor"
ocarina_FlightControlSystem_fcs_impl_1,41,"i2c, operator, GPS, IMU, platform, node_a, FF, NL, NF, PL, PF, FL, AP, cpu_rm","pos_c, i2c, position, i2c, angle, acc, i2c, order, i2c, angle, position, acc, pos_c, order, angle_o, angle, pos_c, pos_o, acc_c, pos_i, pos_o, acc_c, acc_o, angle_c, acc_i, acc_o, angle_c, angle_o, order, position, acc, acc_i, pos_i, i2c"
ocarina_GPS_Interface_Satellite_others_1,43,"SatPos, MyGPS","position, Observation, Wakeup, position, Observation, Wakeup"
ocarina_Hardware_Dual_Processor_PowerPC_1,21,"System_Bus, Shared_Memory, Left, Right","Card_Connector, Card_Connector, Card_Connector"
ocarina_model_main_i_1,40,"rtbus, layer_topsecret, layer_secret, layer_unclassified, node1_netif, node2_netif, node1_memory, topsecret, secret, unclassified, driver, node2_memory, topsecret, secret, unclassified, driver, node1_partition_topsecret, thr, node1_partition_secret, thr, node1_partition_unclassified, thr, node2_partition_topsecret, node2_partition_secret, node2_partition_unclassified, node1, runtime_secret, runtime_topsecret, runtime_unclassified, runtime_netif, node2, runtime_secret, runtime_topsecret, runtime_unclassified, runtime_netif","the_bus, the_bus, outgoing, outgoing, outgoing"
ocarina_pingpong_s_i_1,44,"pingpong, ping1, pong1, cpu1","output_ev, input_ev"
ocarina_pingpong_t_i_1,36,"subsys1, pingpong, ping1, pong1, cpu1, subsys2, pingpong, ping1, pong1, cpu1","output_ev, input_ev, output_ev, input_ev"
ocarina_Producer_Consumer_PC_Simple_Native_1,36,"the_bus, T, pr_A, Producer, pr_B, Consumer, CPU","Alpha, Data_Source, Beta, Data_Sink, ETH"
ocarina_radar_radar_simple_1,40,"VME, aerial, rotor, monitor, RAM, main, receive, analyse, display, transmit, control_angle, cpu","antenna_out, antenna_in, VME, motor_out, VME, screen_in, VME, VME, receive_pulse, get_angle, to_screen, send_pulse, receiver_out, receiver_in, from_receiver, analyser_out, from_controller, from_transmitter, display_in, display_out, transmitter_out_1, transmitter_out_2, controller_in, controller_out, VME"
ocarina_S_S_impl_1,5,pc_part,"bustype_1_1, pp_1"
ocarina_t15_integrated_t15_i_1,18,"s1, s2","b1, b1"
ocarina_t15_system_15_i_1,26,"process1, process2","fg, dport, edport, eport, datap, sp, spg, fg, dport, edport, eport, datap, sp, spg"
ocarina_t16_system_t16_i_1,30,"s1, s2, s3","e1, e1, e1, e2"
ocarina_t16_system_t16_one_i_1,9,p1,"e1, e1"
ocarina_t16_system_t16_three_i_1,9,p1,"e1, e2, e1, e2"
ocarina_t16_system_t16_two_i_1,9,p1,"e1, e1"
ocarina_testfeaturegroup_top_i_1,16,"s1, s2","fg, f1, f2, fg, f1, f2"
ocarina_Test_Aadl_Xml_Connections_main_impl_1,17,"b1, d1, p1, t1, t2, p2, t1, t2","b1, in_port, out_port, in_port, out_port, in_port, out_port, in_port, out_port, in_port, out_port, in_port, out_port"
ocarina_Test_carext_impl_1,44,"PowerTrain, ExhaustSystem","exhaustoutput, exhaustManifold"
ocarina_Test_carRT_impl_1,44,"PowerTrain, ExhaustSystem","exhaustoutput, exhaustManifold"
ocarina_test_order_deployment_impl_1,17,"p1, t1","out_port, out_port"
ocarina_Test_s_impl_1,20,"bus1, part1",rba
ocarina_t_s2_i_1,24,"a, b","outp, inp"
ocarina_t_s_i_1,24,"a, b","outp, inp"
ocarina_vehicle_root_impl_1,43,"vehicle, speed_controller, position_controller, airbag_controller, direction_controller","vehicle_cmd_input, speed_command, position_command, airbag_command, direction_command, command_data, engage, disengage, command_data, engage, disengage, command_data, engage, disengage, command_data, engage, disengage"
ocarina_vehicle_vehicle_standard_1,43,"speed_controller, position_controller, airbag_controller, direction_controller","vehicle_cmd_input, speed_command, position_command, airbag_command, direction_command, command_data, engage, disengage, command_data, engage, disengage, command_data, engage, disengage, command_data, engage, disengage"
oqarina_Car_Car_impl_1,44,"CAN, Process_A, T1, T2, Process_B, T3, T4, T5, T6, Process_C, T7, T8, T9, CPU_A, CPU_B, CPU_C","M1_Out, M2_In, M1_Out, M2_In, M1_In, M2_Out, M3_Out, M2_Out, M1_In, M3_Out, M3_In, M4_In, M3_In, M4_Out"
ParkingProject_parking_system_parking_simple_1,39,"VME, camera_in, camera_out, gate_in, gate_out, inductive_loop_in, inductive_loop_out, gate_loop_in, gate_loop_out, check_out, board, parking_slot1, parking_slot2, parking_slot3, RAM, main, inductive_loop_in_thread, plates_data_thread, car_passed_entry_thread, car_parked_thread, car_moved_thread, inductive_loop_out_thread, calculate_price, open_gate_out_thread, car_passed_exit_thread, cpu","plates_data, recognise_plates, plates_data_event, VME, plates_data, recognise_plates, plates_data_event, VME, open_gate, close_gate, open_gate, close_gate, car_on_loop, car_on_loop, car_on_loop, car_on_loop, parking_price, parking_paid, VME, open_slots, VME, car_in, car_out, car_in, car_out, car_in, car_out, VME, plates_data_in, plates_data_out, parking_price, open_slots, open_gate_in, open_gate_out, car_on_loop_in, car_on_loop_out, recognise_plates_in, recognise_plates_out, parking_paid, car_on_gate_loop_in, car_on_gate_loop_out, close_gate_in, close_gate_out, car_in, car_out, plates_data_in_event, plates_data_event, car_on_loop, recognize_plates_in, plates_data_in, plates_data_in_event, open_gate_in, car_on_loop, close_gate, slots_number, car_parked, slots_number, car_moved, car_on_loop, recognize_plates_out, plate_number, calculated_price, plate_number_event, parking_paid, open_gate_out, car_on_loop, close_gate, VME"
polyorb-hi-ada_d3extended_probe_native_1,27,"the_bus, Eth1, Eth2, GNC_TMTC_POS, POS_Data, Field, GNC_Th, TMTC_Th, GC, Ground_Th, P1, P2","Out_Port, Update, Read, Data_Source, GNC_POS, TMTC_POS, In_Port, Data_Sink, ETH, ETH"
polyorb-hi-ada_DCLocal_Delayed_Connections_Native_1,36,"Node_A, Sender, Receiver, CPU","Data_Source, N_Cycle, Data_Sink, N_Cycle"
polyorb-hi-ada_Flowlatencysampleddata_application_allperiodicsampled_1,42,"sense, actuate, compute1, Tstep1, compute2, Tstep2, compute3, Tstep3","db, outed, devbus, ined, devbus, ined, outed, ined, outed, ined, outed, ined, outed, ined, outed, ined, outed"
polyorb-hi-ada_HW_Leon_Case_Study_LEON_1,27,"B, WoM, Regular_Producer, On_Call_Producer, External_Event_Server, Activation_Log_Reader, InS, CPU_1, CPU_2","External_Interrupt_Depository, Additional_Workload, Handle_External_Interrupt, Additional_Workload_Depository, External_Interrupt, External_Interrupt_Depository, External_Interrupt_Depository, Signal, ETH, ETH"
polyorb-hi-ada_HW_Leon_Local_Case_Study_LEON_Local_1,44,"WoM, Regular_Producer, On_Call_Producer, External_Event_Server, Activation_Log_Reader, CPU_1","External_Interrupt_Depository, Additional_Workload, Handle_External_Interrupt, Additional_Workload_Depository, External_Interrupt, External_Interrupt_Depository, External_Interrupt_Depository, Signal"
polyorb-hi-ada_HW_Native_Case_Study_Native_1,27,"B, Eth1, Eth2, WoM, Regular_Producer, On_Call_Producer, External_Event_Server, Activation_Log_Reader, InS, CPU_1, CPU_2","External_Interrupt_Depository, Additional_Workload, Handle_External_Interrupt, Additional_Workload_Depository, External_Interrupt, External_Interrupt_Depository, External_Interrupt_Depository, Signal"
polyorb-hi-c_PING_PING_Impl_1,36,"Node_A, Pinger, Ping_Me, CPU","Data_Source, Data_Sink"
polyorb-hi-c_PING_PING_RTEMS_1,36,"Node_A, Pinger, Ping_Me, CPU","Data_Source, Data_Sink"
polyorb-hi-c_PING_PING_Xenomai_1,36,"Node_A, Pinger, Ping_Me, CPU","Data_Source, Data_Sink"
polyorb-hi-c_Torture_Torture_impl_1,35,"Software, Per_thread, Spo_thread, Hardware","P7, P1, P2, P3, P4, P5, P6, P3, P1, P2"
S18_model_model_complete_1,16,"RT1_1GHz, RT2_1GHz, RT3_1GHz, engine1, engine2, engine3, powerSupply1, powerSupply2, powerSupply3, powerSupply4, mainComputer1, mainComputer2, mainComputer3, mainComputer4, voterMain, norm_bckp_selection","StatusLoss, StatusMisleading, generatorDC, generatorDC, generatorDC, DC28VoltRawIn, DC28VoltOut, DC28VoltRawIn, DC28VoltOut, DC28VoltRawIn, DC28VoltOut, DC28VoltRawIn, DC28VoltOut, powerIn, statusOut, powerIn, statusOut, powerIn, statusOut, powerIn, statusOut, In1, In2, In3, StatusOut, In1, In2, StatusLoss, StatusMisleading"
S18_model_V2_model_V2_complete_1,16,"RT1_1GHz, RT2_1GHz, RT3_1GHz, engineSubsystem, engine1, engine2, engine3, powerSupply1, powerSupply2, powerSupply3, powerSupply4, mainComputer1, mainComputer2, mainComputer3, mainComputer4, voterMain, norm_bckp_selection","StatusLoss, StatusMisleading, engine1_generatorDC, engine2_generatorDC_1, engine2_generatorDC_2, engine3_generatorDC, generatorDC, generatorDC, generatorDC, DC28VoltRawIn, DC28VoltOut, DC28VoltRawIn, DC28VoltOut, DC28VoltRawIn, DC28VoltOut, DC28VoltRawIn, DC28VoltOut, powerIn, statusOut, powerIn, statusOut, powerIn, statusOut, powerIn, statusOut, In1, In2, In3, StatusOut, In1, In2, StatusLoss, StatusMisleading"
S18_powerplants_powerplants_impl_1,16,"engine1, engine2, engine3","engine1_generatorDC, engine2_generatorDC_1, engine2_generatorDC_2, engine3_generatorDC, generatorDC, generatorDC, generatorDC"
SE206_TP3_AADL_integration_main_sys_fla_1,40,"the_net, the_dist_sensor, the_pos_sensor, the_engine, the_app, obst_detection, spd_computation, cmd_computation, the_app_cpu, the_dist_sensor_cpu, the_pos_sensor_cpu, the_engine_cpu","dist, pos, cmd, obst, dist, pos, obst, cmd, dist, obst, pos, spd, spd, cmd, net_access, net_access, net_access, net_access"
SE206_TP3_AADL_integration_main_sys_impl_1,40,"the_net, the_dist_sensor, the_pos_sensor, the_engine, the_app, obst_detection, spd_computation, cmd_computation, the_app_cpu, the_dist_sensor_cpu, the_pos_sensor_cpu, the_engine_cpu","dist, pos, cmd, obst, dist, pos, obst, cmd, dist, obst, pos, spd, spd, cmd, net_access, net_access, net_access, net_access"
SE206_TP3_AADL_integration_main_sys_rta_1,40,"the_net, the_dist_sensor, the_pos_sensor, the_engine, the_app, obst_detection, spd_computation, cmd_computation, the_app_cpu, the_dist_sensor_cpu, the_pos_sensor_cpu, the_engine_cpu","dist, pos, cmd, obst, dist, pos, obst, cmd, dist, obst, pos, spd, spd, cmd, net_access, net_access, net_access, net_access"
SE206_TP3_AADL_integration_proxy_main_sys_rta_1,40,"the_net, the_dist_sensor, the_pos_sensor, the_engine, the_app, obst_detection, spd_computation, cmd_computation, the_app_cpu, the_dist_sensor_cpu, the_pos_sensor_cpu, the_engine_cpu","dist, pos, cmd, obst, dist, pos, obst, cmd, dist, obst, pos, spd, spd, cmd, net_access, net_access, net_access, net_access"
smart-home-arch_Clients_Clients_impl_1,9,CLIENT_CONTROL_UNIT,"in_clients_mcr, out_clients_mcr, in_clients_rs, out_clients_rs, ccu_data_receiver, ccu_data_sender"
smart-home-arch_MainControlRouter_MainControlRouter_impl_1,9,"ZIGBEE_DEVICE_CONTROLLER, IP_DEVICE_CONTROLLER, REMOTE_MSG_CONTROL, MAIN_CONTROLLER","in_mcr_remote, out_mcr_remote, in_mcr_zd, out_mcr_zd, in_mcr_ipd, out_mcr_ipd, dev_data_receiver, dev_data_sender, ctr_data_receiver, ctr_data_sender, dev_data_receiver, dev_data_sender, ctr_data_receiver, ctr_data_sender, app_data_receiver, app_data_sender, ctr_data_receiver, ctr_data_sender, zdc_data_receiver, zdc_data_sender, ipdc_data_receiver, ipdc_data_sender, remote_data_receiver, remote_data_sender"
smart-home-arch_RemoteServer_RemoteServer_impl_1,9,"CLIENT_CONTROLLER, ROUTER_CONTROLLER","in_rs_mcr, out_rs_mcr, in_rs_clients, out_rs_clients, cc_data_receiver, cc_data_sender, rc_data_receiver, rc_data_sender"
smart-home-arch_smart_home_system_smart_home_impl_1,9,"ZIGBEE_DEVICES, IP_DEVICES, MAIN_CONTROL_ROUTER, ZIGBEE_DEVICE_CONTROLLER, IP_DEVICE_CONTROLLER, REMOTE_MSG_CONTROL, MAIN_CONTROLLER, REMOTE_SERVER, CLIENT_CONTROLLER, ROUTER_CONTROLLER, CLIENTS, CLIENT_CONTROL_UNIT","in_zd_mcr, out_zd_mcr, in_ipd_mcr, out_ipd_mcr, in_mcr_remote, out_mcr_remote, in_mcr_zd, out_mcr_zd, in_mcr_ipd, out_mcr_ipd, dev_data_receiver, dev_data_sender, ctr_data_receiver, ctr_data_sender, dev_data_receiver, dev_data_sender, ctr_data_receiver, ctr_data_sender, app_data_receiver, app_data_sender, ctr_data_receiver, ctr_data_sender, zdc_data_receiver, zdc_data_sender, ipdc_data_receiver, ipdc_data_sender, remote_data_receiver, remote_data_sender, in_rs_mcr, out_rs_mcr, in_rs_clients, out_rs_clients, cc_data_receiver, cc_data_sender, rc_data_receiver, rc_data_sender, in_clients_mcr, out_clients_mcr, in_clients_rs, out_clients_rs, ccu_data_receiver, ccu_data_sender"
